,PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressureIn,Mean Sea Level PressureIn,Min Sea Level PressureIn,Max VisibilityMiles,Mean VisibilityMiles,Min VisibilityMiles,Max Wind SpeedMPH,Mean Wind SpeedMPH,Max Gust SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees
2011-02-07 00:00:00-08:00,2011-02-07 00:00:00-08:00,66,57,48,50,45,38,83,70,56,30,30,30,10,10,10.0,30,9.0,39,0.0,1.0,None,292
2011-02-08 00:00:00-08:00,2011-02-08 00:00:00-08:00,60,55,50,39,30,24,63,46,28,30,30,30,10,10,10.0,32,17.0,38,0.0,0.0,None,334
2011-02-09 00:00:00-08:00,2011-02-09 00:00:00-08:00,60,51,42,43,33,25,62,47,32,30,30,30,10,10,10.0,15,6.0,28,0.0,0.0,None,51
2011-02-10 00:00:00-08:00,2011-02-10 00:00:00-08:00,64,52,40,41,33,28,71,50,29,30,30,30,10,10,10.0,16,4.0,18,0.0,1.0,None,283
2011-02-11 00:00:00-08:00,2011-02-11 00:00:00-08:00,64,53,42,46,39,29,86,61,36,30,30,30,10,10,10.0,8,2.0,10,0.0,2.0,None,359
2011-02-12 00:00:00-08:00,2011-02-12 00:00:00-08:00,67,55,43,47,42,32,89,60,30,30,30,30,10,10,8.0,18,5.0,21,0.0,1.0,None,317
2011-02-13 00:00:00-08:00,2011-02-13 00:00:00-08:00,57,50,43,47,42,38,93,76,59,30,30,30,10,7,2.0,22,7.0,43,0.0,5.0,None,170
2011-02-14 00:00:00-08:00,2011-02-14 00:00:00-08:00,58,54,50,54,48,39,86,73,59,30,30,29,10,9,6.0,29,14.0,35,0,7.0,Rain,167
2011-02-15 00:00:00-08:00,2011-02-15 00:00:00-08:00,61,57,52,51,45,42,89,70,51,30,30,29,10,9,3.0,38,19.0,49,0,7.0,Rain,165
2011-02-16 00:00:00-08:00,2011-02-16 00:00:00-08:00,54,49,43,52,41,36,100,75,50,29,29,29,10,9,3.0,29,15.0,36,0,7.0,Rain,232
2011-02-17 00:00:00-08:00,2011-02-17 00:00:00-08:00,51,48,44,45,42,39,93,80,66,29,29,29,10,8,2.0,33,12.0,44,0,8.0,Rain,160
2011-02-18 00:00:00-08:00,2011-02-18 00:00:00-08:00,47,43,39,43,39,36,92,87,82,29,29,29,10,9,5.0,26,10.0,30,0,8.0,Rain,350
2011-02-19 00:00:00-08:00,2011-02-19 00:00:00-08:00,45,43,40,40,38,36,89,83,76,29,29,29,10,9,5.0,16,6.0,18,0,7.0,Rain,38
2011-02-20 00:00:00-08:00,2011-02-20 00:00:00-08:00,53,45,37,40,38,34,92,76,59,30,30,29,10,10,10.0,17,7.0,22,0.0,4.0,None,264
2011-02-21 00:00:00-08:00,2011-02-21 00:00:00-08:00,52,46,39,40,37,34,79,67,54,30,30,29,10,10,10.0,15,6.0,17,2015-04-01 00:00:00,4.0,Rain,111
2011-02-22 00:00:00-08:00,2011-02-22 00:00:00-08:00,56,48,39,43,39,34,79,65,51,30,30,30,10,10,10.0,24,9.0,28,0.0,1.0,None,271
2011-02-23 00:00:00-08:00,2011-02-23 00:00:00-08:00,53,47,41,42,39,36,83,69,54,30,30,30,10,10,10.0,25,9.0,32,0.0,3.0,None,274
2011-02-24 00:00:00-08:00,2011-02-24 00:00:00-08:00,52,49,45,45,42,37,86,79,71,30,30,30,10,10,7.0,17,8.0,21,0,7.0,Rain,189
2011-02-25 00:00:00-08:00,2011-02-25 00:00:00-08:00,53,46,39,48,39,27,86,68,49,29,29,29,10,9,1.0,39,18.0,47,0,7.0,Rain,249
2011-02-26 00:00:00-08:00,2011-02-26 00:00:00-08:00,49,42,35,35,31,28,82,64,46,29,29,29,10,10,10.0,18,7.0,21,2015-04-01 00:00:00,2.0,None,314
2011-02-27 00:00:00-08:00,2011-02-27 00:00:00-08:00,55,46,36,41,36,33,85,68,50,30,30,29,10,10,10.0,18,6.0,23,0.0,1.0,None,228
2011-02-28 00:00:00-08:00,2011-02-28 00:00:00-08:00,57,49,40,41,37,35,85,66,47,30,30,30,10,10,10.0,18,8.0,23,0.0,2.0,None,171
2011-03-01 00:00:00-08:00,2011-03-01 00:00:00-08:00,59,50,40,43,39,35,86,65,43,30,30,29,10,10,9.0,21,8.0,26,0,5.0,Rain,127
2011-03-02 00:00:00-08:00,2011-03-02 00:00:00-08:00,58,54,49,52,49,43,89,83,77,30,30,29,10,9,6.0,25,11.0,35,0,7.0,Rain,168
2011-03-03 00:00:00-08:00,2011-03-03 00:00:00-08:00,61,56,50,51,48,44,89,76,62,30,30,30,10,10,10.0,15,6.0,18,0.0,4.0,None,261
2011-03-04 00:00:00-08:00,2011-03-04 00:00:00-08:00,61,53,44,50,45,41,93,77,61,30,30,30,10,10,9.0,18,5.0,22,0.0,5.0,None,308
2011-03-05 00:00:00-08:00,2011-03-05 00:00:00-08:00,64,55,46,53,47,41,93,77,60,30,30,30,10,10,10.0,21,6.0,23,0,7.0,Rain,298
2011-03-06 00:00:00-08:00,2011-03-06 00:00:00-08:00,59,55,51,54,52,47,100,90,80,30,29,29,10,6,2.0,30,8.0,36,0,8.0,Rain,174
2011-03-07 00:00:00-08:00,2011-03-07 00:00:00-08:00,56,53,49,50,43,37,86,70,54,30,30,29,10,10,6.0,36,17.0,44,2015-04-01 00:00:00,6.0,Rain,270
2011-03-08 00:00:00-08:00,2011-03-08 00:00:00-08:00,59,55,50,51,49,45,96,82,67,30,30,30,10,9,4.0,18,10.0,22,2015-04-01 00:00:00,5.0,Rain,272
2011-03-09 00:00:00-08:00,2011-03-09 00:00:00-08:00,61,54,47,50,47,44,93,79,64,30,30,30,10,10,9.0,21,7.0,23,0.0,4.0,None,295
2011-03-10 00:00:00-08:00,2011-03-10 00:00:00-08:00,60,53,46,52,48,43,93,75,57,30,30,30,10,9,4.0,18,7.0,22,0,5.0,Rain,240
2011-03-11 00:00:00-08:00,2011-03-11 00:00:00-08:00,57,51,45,47,43,40,93,74,55,30,30,30,10,10,9.0,23,11.0,32,0.0,3.0,None,266
2011-03-12 00:00:00-08:00,2011-03-12 00:00:00-08:00,61,53,45,46,44,41,86,68,49,30,30,30,10,10,10.0,16,6.0,17,0.0,4.0,None,266
2011-03-13 00:00:00-08:00,2011-03-13 00:00:00-08:00,64,58,51,56,51,45,93,77,60,30,30,30,10,9,4.0,23,8.0,31,0,8.0,Rain,159
2011-03-14 00:00:00-07:00,2011-03-14 00:00:00-07:00,60,57,54,55,53,51,93,86,78,30,30,30,10,10,6.0,14,6.0,18,0,7.0,Rain,239
2011-03-15 00:00:00-07:00,2011-03-15 00:00:00-07:00,61,58,54,56,53,48,93,85,77,30,30,30,10,8,2.0,20,9.0,31,0,8.0,Rain,202
2011-03-16 00:00:00-07:00,2011-03-16 00:00:00-07:00,58,53,48,52,46,40,93,74,55,30,30,30,10,10,9.0,22,11.0,25,0,6.0,Rain,276
2011-03-17 00:00:00-07:00,2011-03-17 00:00:00-07:00,59,51,42,45,42,38,86,67,47,30,30,30,10,10,10.0,18,7.0,23,0,3.0,None,200
2011-03-18 00:00:00-07:00,2011-03-18 00:00:00-07:00,56,52,47,48,44,40,93,82,71,30,30,29,10,8,3.0,37,12.0,48,0,8.0,Rain,167
2011-03-19 00:00:00-07:00,2011-03-19 00:00:00-07:00,53,49,45,46,43,39,89,80,71,29,29,29,10,8,2.0,45,17.0,62,1,7.0,Rain,140
2011-03-20 00:00:00-07:00,2011-03-20 00:00:00-07:00,57,52,47,46,42,37,80,66,51,29,29,29,10,10,4.0,45,11.0,58,0,7.0,Rain,222
2011-03-21 00:00:00-07:00,2011-03-21 00:00:00-07:00,57,52,46,44,41,39,86,71,55,30,29,29,10,10,9.0,25,11.0,31,0,6.0,Rain,247
2011-03-22 00:00:00-07:00,2011-03-22 00:00:00-07:00,58,52,45,44,41,38,82,65,47,30,30,29,10,10,10.0,25,12.0,30,0,7.0,Rain,142
2011-03-23 00:00:00-07:00,2011-03-23 00:00:00-07:00,56,52,48,46,44,41,93,84,74,29,29,29,10,9,4.0,25,12.0,32,0,7.0,Rain,175
2011-03-24 00:00:00-07:00,2011-03-24 00:00:00-07:00,52,49,46,49,43,39,93,82,71,29,29,29,10,7,2.0,37,16.0,51,1,7.0,Rain,197
2011-03-25 00:00:00-07:00,2011-03-25 00:00:00-07:00,58,53,48,45,43,41,80,68,55,30,29,29,10,10,9.0,18,10.0,24,0,7.0,Rain,199
2011-03-26 00:00:00-07:00,2011-03-26 00:00:00-07:00,58,53,47,49,45,40,93,75,57,30,29,29,10,8,2.0,26,10.0,32,0,7.0,Rain,203
2011-03-27 00:00:00-07:00,2011-03-27 00:00:00-07:00,57,51,45,48,44,41,89,73,57,30,30,30,10,10,6.0,24,8.0,29,0,6.0,Rain,203
2011-03-28 00:00:00-07:00,2011-03-28 00:00:00-07:00,59,53,46,47,44,41,86,70,53,30,30,30,10,10,10.0,26,12.0,31,0.0,2.0,None,283
2011-03-29 00:00:00-07:00,2011-03-29 00:00:00-07:00,62,55,47,49,47,43,86,73,60,30,30,30,10,10,10.0,32,14.0,39,0.0,4.0,None,274
2011-03-30 00:00:00-07:00,2011-03-30 00:00:00-07:00,75,63,51,54,51,48,96,71,46,30,30,30,10,10,10.0,23,9.0,25,0.0,4.0,None,279
2011-03-31 00:00:00-07:00,2011-03-31 00:00:00-07:00,80,67,54,54,51,47,86,61,36,30,30,29,10,10,10.0,20,4.0,22,0.0,1.0,None,321
2011-04-01 00:00:00-07:00,2011-04-01 00:00:00-07:00,78,66,54,59,53,49,87,67,46,29,29,29,10,10,10.0,26,9.0,30,0.0,5.0,None,292
2011-04-02 00:00:00-07:00,2011-04-02 00:00:00-07:00,62,56,50,50,47,43,83,69,55,29,29,29,10,10,9.0,28,15.0,31,0.0,5.0,None,264
2011-04-03 00:00:00-07:00,2011-04-03 00:00:00-07:00,63,55,46,42,39,34,77,57,36,30,30,30,10,10,10.0,21,9.0,24,0.0,2.0,None,286
2011-04-04 00:00:00-07:00,2011-04-04 00:00:00-07:00,74,61,47,47,41,28,83,55,26,30,30,30,10,10,10.0,25,8.0,29,0.0,1.0,None,303
2011-04-05 00:00:00-07:00,2011-04-05 00:00:00-07:00,61,56,50,47,45,43,86,71,55,30,30,29,10,10,10.0,35,17.0,40,0.0,3.0,None,276
2011-04-06 00:00:00-07:00,2011-04-06 00:00:00-07:00,59,53,47,44,42,39,86,71,55,30,30,30,10,10,8.0,43,19.0,51,0.0,2.0,None,272
2011-04-07 00:00:00-07:00,2011-04-07 00:00:00-07:00,53,49,45,45,38,33,82,66,50,30,29,29,10,10,10.0,35,18.0,41,0,6.0,Rain,279
2011-04-08 00:00:00-07:00,2011-04-08 00:00:00-07:00,58,50,41,39,34,30,71,55,38,29,29,29,10,10,10.0,21,10.0,25,0.0,3.0,None,287
2011-04-09 00:00:00-07:00,2011-04-09 00:00:00-07:00,58,52,45,44,42,40,89,73,57,30,30,29,10,10,10.0,30,13.0,36,0.0,3.0,None,267
2011-04-10 00:00:00-07:00,2011-04-10 00:00:00-07:00,59,53,47,44,41,39,77,64,51,30,30,30,10,10,10.0,20,9.0,25,0.0,4.0,None,256
2011-04-11 00:00:00-07:00,2011-04-11 00:00:00-07:00,62,56,49,47,44,40,86,70,53,30,30,30,10,10,10.0,28,12.0,33,0.0,4.0,None,279
2011-04-12 00:00:00-07:00,2011-04-12 00:00:00-07:00,56,52,47,43,40,36,82,69,55,30,30,30,10,10,10.0,33,15.0,39,0.0,4.0,None,262
2011-04-13 00:00:00-07:00,2011-04-13 00:00:00-07:00,58,52,46,46,40,37,83,65,47,30,30,30,10,10,10.0,25,12.0,30,0,4.0,None,254
2011-04-14 00:00:00-07:00,2011-04-14 00:00:00-07:00,61,54,46,45,40,35,77,62,46,30,30,30,10,10,10.0,21,10.0,24,0.0,5.0,None,285
2011-04-15 00:00:00-07:00,2011-04-15 00:00:00-07:00,65,57,49,51,47,43,89,73,56,30,30,30,10,10,9.0,26,11.0,29,0.0,5.0,None,285
2011-04-16 00:00:00-07:00,2011-04-16 00:00:00-07:00,66,60,53,53,51,50,93,78,63,30,30,30,10,10,9.0,30,15.0,36,0.0,6.0,None,282
2011-04-17 00:00:00-07:00,2011-04-17 00:00:00-07:00,61,57,53,52,51,49,93,81,69,30,30,29,10,9,5.0,25,15.0,31,0.0,7.0,None,269
2011-04-18 00:00:00-07:00,2011-04-18 00:00:00-07:00,62,58,53,54,51,48,89,78,67,30,29,29,10,10,4.0,14,6.0,16,0,8.0,Rain,212
2011-04-19 00:00:00-07:00,2011-04-19 00:00:00-07:00,66,59,52,52,49,41,93,68,42,30,30,29,10,10,3.0,20,10.0,23,0.0,6.0,None,289
2011-04-20 00:00:00-07:00,2011-04-20 00:00:00-07:00,65,59,53,54,48,41,93,72,51,30,29,29,10,9,5.0,26,10.0,36,0,8.0,Rain,194
2011-04-21 00:00:00-07:00,2011-04-21 00:00:00-07:00,60,55,49,52,44,41,86,70,53,30,30,29,10,10,6.0,22,14.0,26,0,5.0,Rain,268
2011-04-22 00:00:00-07:00,2011-04-22 00:00:00-07:00,58,53,48,45,44,43,86,72,57,30,30,30,10,10,10.0,23,10.0,30,0.0,6.0,None,263
2011-04-23 00:00:00-07:00,2011-04-23 00:00:00-07:00,62,56,49,51,46,42,86,73,60,30,29,29,10,10,10.0,17,7.0,22,0,7.0,None,177
2011-04-24 00:00:00-07:00,2011-04-24 00:00:00-07:00,61,58,54,54,49,45,93,75,57,30,30,29,10,8,2.0,30,16.0,36,0,6.0,Rain,241
2011-04-25 00:00:00-07:00,2011-04-25 00:00:00-07:00,62,57,51,54,49,43,89,72,55,30,30,30,10,9,2.0,29,14.0,36,0,7.0,Rain,231
2011-04-26 00:00:00-07:00,2011-04-26 00:00:00-07:00,62,56,49,43,40,39,80,62,43,30,30,30,10,10,10.0,32,15.0,38,0.0,1.0,None,289
2011-04-27 00:00:00-07:00,2011-04-27 00:00:00-07:00,61,55,49,44,42,38,80,66,51,30,30,30,10,10,10.0,29,14.0,35,0.0,3.0,None,271
2011-04-28 00:00:00-07:00,2011-04-28 00:00:00-07:00,61,55,48,44,42,39,77,62,46,30,30,30,10,10,10.0,40,20.0,46,0.0,3.0,None,275
2011-04-29 00:00:00-07:00,2011-04-29 00:00:00-07:00,64,54,43,41,36,26,76,53,30,30,30,30,10,10,10.0,31,15.0,36,0.0,0.0,None,292
2011-04-30 00:00:00-07:00,2011-04-30 00:00:00-07:00,69,60,50,42,35,27,74,48,22,30,30,30,10,10,10.0,31,19.0,37,0.0,0.0,None,309
2011-05-01 00:00:00-07:00,2011-05-01 00:00:00-07:00,76,62,47,48,38,27,74,46,17,30,30,30,10,10,10.0,25,7.0,28,0.0,1.0,None,299
2011-05-02 00:00:00-07:00,2011-05-02 00:00:00-07:00,65,58,50,47,43,34,83,59,34,30,30,30,10,10,10.0,31,16.0,37,0.0,1.0,None,287
2011-05-03 00:00:00-07:00,2011-05-03 00:00:00-07:00,69,59,49,50,45,41,86,63,40,30,30,30,10,10,10.0,27,13.0,33,0.0,2.0,None,288
2011-05-04 00:00:00-07:00,2011-05-04 00:00:00-07:00,84,68,52,52,40,27,71,43,15,30,30,29,10,10,10.0,22,7.0,25,0.0,0.0,None,292
2011-05-05 00:00:00-07:00,2011-05-05 00:00:00-07:00,78,65,52,55,47,44,77,57,36,30,29,29,10,10,10.0,26,11.0,30,0.0,0.0,None,296
2011-05-06 00:00:00-07:00,2011-05-06 00:00:00-07:00,60,55,50,46,45,43,86,74,62,30,29,29,10,10,10.0,32,22.0,38,0.0,5.0,None,267
2011-05-07 00:00:00-07:00,2011-05-07 00:00:00-07:00,60,56,51,49,46,43,77,69,60,30,29,29,10,10,10.0,33,18.0,43,0.0,7.0,None,260
2011-05-08 00:00:00-07:00,2011-05-08 00:00:00-07:00,61,56,50,45,44,41,77,63,49,29,29,29,10,10,10.0,33,21.0,39,0.0,5.0,None,269
2011-05-09 00:00:00-07:00,2011-05-09 00:00:00-07:00,63,55,47,45,43,41,82,65,48,29,29,29,10,10,10.0,25,14.0,30,0.0,1.0,None,282
2011-05-10 00:00:00-07:00,2011-05-10 00:00:00-07:00,62,56,49,46,45,44,86,73,60,30,29,29,10,10,10.0,30,15.0,37,0.0,3.0,None,273
2011-05-11 00:00:00-07:00,2011-05-11 00:00:00-07:00,59,55,51,47,45,44,77,67,57,30,30,29,10,10,10.0,23,13.0,29,0.0,7.0,None,260
2011-05-12 00:00:00-07:00,2011-05-12 00:00:00-07:00,63,57,50,48,45,42,77,63,48,30,30,30,10,10,10.0,31,17.0,38,0.0,3.0,None,273
2011-05-13 00:00:00-07:00,2011-05-13 00:00:00-07:00,60,54,48,45,43,42,80,66,51,30,30,29,10,10,10.0,28,16.0,36,0.0,3.0,None,262
2011-05-14 00:00:00-07:00,2011-05-14 00:00:00-07:00,58,53,47,44,41,37,86,67,47,29,29,29,10,10,8.0,26,12.0,30,0,7.0,Rain,238
2011-05-15 00:00:00-07:00,2011-05-15 00:00:00-07:00,60,53,46,42,40,37,82,63,44,30,29,29,10,10,10.0,22,11.0,29,0,6.0,Rain,197
2011-05-16 00:00:00-07:00,2011-05-16 00:00:00-07:00,61,56,50,46,43,37,86,64,42,30,29,29,10,10,9.0,24,11.0,31,0,7.0,Rain,140
2011-05-17 00:00:00-07:00,2011-05-17 00:00:00-07:00,57,54,50,51,47,45,83,80,77,29,29,29,10,9,3.0,22,13.0,29,0,8.0,Rain,172
2011-05-18 00:00:00-07:00,2011-05-18 00:00:00-07:00,63,57,51,49,47,46,89,73,56,29,29,29,10,10,10.0,31,15.0,36,2015-04-01 00:00:00,5.0,None,275
2011-05-19 00:00:00-07:00,2011-05-19 00:00:00-07:00,68,59,49,50,48,45,89,71,52,30,30,29,10,10,9.0,24,10.0,30,0.0,3.0,None,266
2011-05-20 00:00:00-07:00,2011-05-20 00:00:00-07:00,64,57,50,48,47,45,83,70,56,30,30,30,10,10,10.0,28,13.0,36,0.0,5.0,None,255
2011-05-21 00:00:00-07:00,2011-05-21 00:00:00-07:00,62,57,52,47,46,44,77,65,52,30,30,29,10,10,10.0,36,20.0,43,0.0,4.0,None,259
2011-05-22 00:00:00-07:00,2011-05-22 00:00:00-07:00,61,56,51,47,45,43,83,69,55,29,29,29,10,10,10.0,49,27.0,54,0.0,5.0,None,266
2011-05-23 00:00:00-07:00,2011-05-23 00:00:00-07:00,64,57,50,45,44,43,77,63,48,30,30,29,10,10,10.0,39,24.0,47,0.0,2.0,None,272
2011-05-24 00:00:00-07:00,2011-05-24 00:00:00-07:00,62,56,49,44,43,42,80,66,51,30,30,30,10,10,10.0,30,15.0,39,0.0,2.0,None,270
2011-05-25 00:00:00-07:00,2011-05-25 00:00:00-07:00,62,56,49,53,46,41,80,64,48,30,30,30,10,9,3.0,22,10.0,30,0,5.0,Rain,211
2011-05-26 00:00:00-07:00,2011-05-26 00:00:00-07:00,64,57,50,47,44,41,83,63,43,30,30,30,10,10,10.0,24,11.0,31,0.0,4.0,None,263
2011-05-27 00:00:00-07:00,2011-05-27 00:00:00-07:00,63,58,53,50,48,46,83,72,60,30,30,30,10,10,10.0,25,12.0,31,0.0,6.0,None,256
2011-05-28 00:00:00-07:00,2011-05-28 00:00:00-07:00,64,57,50,50,45,39,77,62,46,30,29,29,10,10,7.0,29,15.0,36,2015-04-01 00:00:00,6.0,Rain,268
2011-05-29 00:00:00-07:00,2011-05-29 00:00:00-07:00,65,57,48,45,42,38,77,60,43,29,29,29,10,10,10.0,40,20.0,49,0.0,1.0,None,277
2011-05-30 00:00:00-07:00,2011-05-30 00:00:00-07:00,62,56,50,45,43,38,80,61,42,30,30,29,10,10,10.0,30,13.0,38,0.0,5.0,None,259
2011-05-31 00:00:00-07:00,2011-05-31 00:00:00-07:00,60,57,54,52,48,44,86,76,66,30,30,29,10,9,4.0,22,10.0,26,0,7.0,Rain,192
2011-06-01 00:00:00-07:00,2011-06-01 00:00:00-07:00,62,57,51,47,46,43,83,66,48,30,30,30,10,10,8.0,21,10.0,26,0,5.0,Rain,221
2011-06-02 00:00:00-07:00,2011-06-02 00:00:00-07:00,63,57,51,49,45,42,77,63,48,30,30,30,10,10,8.0,20,8.0,23,2015-04-01 00:00:00,5.0,None,227
2011-06-03 00:00:00-07:00,2011-06-03 00:00:00-07:00,61,56,50,50,47,45,83,72,60,30,29,29,10,10,8.0,12,4.0,15,0,6.0,Rain,2
2011-06-04 00:00:00-07:00,2011-06-04 00:00:00-07:00,66,61,55,55,51,47,87,72,56,29,29,29,10,9,2.0,26,12.0,36,0,7.0,Rain,148
2011-06-05 00:00:00-07:00,2011-06-05 00:00:00-07:00,66,61,55,54,48,44,77,65,52,30,29,29,10,10,10.0,18,8.0,22,0.0,7.0,None,234
2011-06-06 00:00:00-07:00,2011-06-06 00:00:00-07:00,61,59,56,51,50,48,86,78,69,30,30,29,10,10,10.0,16,12.0,21,0.0,7.0,None,254
2011-06-07 00:00:00-07:00,2011-06-07 00:00:00-07:00,67,60,53,51,50,48,89,74,58,30,30,29,10,10,10.0,28,13.0,33,0.0,4.0,None,271
2011-06-08 00:00:00-07:00,2011-06-08 00:00:00-07:00,67,61,54,49,48,48,83,68,52,30,30,29,10,10,9.0,21,12.0,28,0.0,4.0,None,241
2011-06-09 00:00:00-07:00,2011-06-09 00:00:00-07:00,69,60,51,51,49,46,83,69,55,30,30,30,10,10,9.0,23,11.0,28,0.0,3.0,None,259
2011-06-10 00:00:00-07:00,2011-06-10 00:00:00-07:00,63,58,53,49,48,47,83,72,60,30,29,29,10,10,8.0,39,20.0,46,0.0,6.0,None,256
2011-06-11 00:00:00-07:00,2011-06-11 00:00:00-07:00,60,56,52,50,48,47,83,74,64,29,29,29,10,10,10.0,29,17.0,35,0.0,8.0,None,261
2011-06-12 00:00:00-07:00,2011-06-12 00:00:00-07:00,66,59,52,52,49,47,89,75,60,29,29,29,10,10,10.0,30,14.0,37,0.0,5.0,None,284
2011-06-13 00:00:00-07:00,2011-06-13 00:00:00-07:00,65,59,53,54,51,48,93,80,67,30,30,29,10,10,9.0,30,15.0,37,0.0,5.0,None,271
2011-06-14 00:00:00-07:00,2011-06-14 00:00:00-07:00,76,64,51,56,50,47,89,69,49,30,30,29,10,10,10.0,26,12.0,30,0.0,2.0,None,304
2011-06-15 00:00:00-07:00,2011-06-15 00:00:00-07:00,71,62,53,51,48,46,77,62,47,29,29,29,10,10,9.0,28,14.0,32,0.0,0.0,None,294
2011-06-16 00:00:00-07:00,2011-06-16 00:00:00-07:00,68,60,52,47,46,45,83,64,45,29,29,29,10,10,9.0,20,13.0,25,0.0,3.0,None,288
2011-06-17 00:00:00-07:00,2011-06-17 00:00:00-07:00,71,61,51,52,47,45,83,64,44,29,29,29,10,10,9.0,22,8.0,29,0.0,2.0,None,292
2011-06-18 00:00:00-07:00,2011-06-18 00:00:00-07:00,69,61,52,53,50,47,89,74,58,29,29,29,10,10,10.0,22,10.0,26,0.0,3.0,None,307
2011-06-19 00:00:00-07:00,2011-06-19 00:00:00-07:00,79,66,53,57,50,48,89,64,38,29,29,29,10,10,10.0,24,9.0,29,0.0,2.0,None,295
2011-06-20 00:00:00-07:00,2011-06-20 00:00:00-07:00,90,74,57,63,52,48,77,55,33,29,29,29,10,10,9.0,26,9.0,29,0.0,1.0,None,304
2011-06-21 00:00:00-07:00,2011-06-21 00:00:00-07:00,86,70,54,61,53,50,86,62,37,29,29,29,10,10,10.0,25,11.0,28,0.0,1.0,None,305
2011-06-22 00:00:00-07:00,2011-06-22 00:00:00-07:00,68,60,52,52,51,49,93,76,58,29,29,29,10,10,10.0,26,14.0,31,0.0,2.0,None,290
2011-06-23 00:00:00-07:00,2011-06-23 00:00:00-07:00,66,60,53,49,47,45,89,69,48,29,29,29,10,10,10.0,26,12.0,32,0.0,1.0,None,268
2011-06-24 00:00:00-07:00,2011-06-24 00:00:00-07:00,70,61,52,49,47,45,77,62,47,29,29,29,10,10,10.0,24,11.0,29,0.0,1.0,None,270
2011-06-25 00:00:00-07:00,2011-06-25 00:00:00-07:00,65,59,52,49,48,46,83,70,56,29,29,29,10,10,10.0,24,12.0,32,0.0,2.0,None,250
2011-06-26 00:00:00-07:00,2011-06-26 00:00:00-07:00,69,61,53,50,48,46,77,61,45,29,29,29,10,10,10.0,29,12.0,33,0.0,2.0,None,281
2011-06-27 00:00:00-07:00,2011-06-27 00:00:00-07:00,65,59,53,52,50,48,86,73,60,29,29,29,10,10,10.0,23,12.0,29,0.0,4.0,None,267
2011-06-28 00:00:00-07:00,2011-06-28 00:00:00-07:00,62,59,55,56,53,50,93,83,72,29,29,29,10,9,5.0,15,6.0,18,0,7.0,Rain,257
2011-06-29 00:00:00-07:00,2011-06-29 00:00:00-07:00,64,59,54,53,51,49,89,78,67,30,29,29,10,10,10.0,22,12.0,25,0.0,6.0,None,269
2011-06-30 00:00:00-07:00,2011-06-30 00:00:00-07:00,69,61,53,53,51,49,89,72,55,30,30,29,10,10,10.0,26,12.0,30,0.0,1.0,None,289
2011-07-01 00:00:00-07:00,2011-07-01 00:00:00-07:00,80,67,54,58,52,49,83,63,43,29,29,29,10,10,10.0,23,11.0,23,0.0,0.0,None,278
2011-07-02 00:00:00-07:00,2011-07-02 00:00:00-07:00,70,62,53,52,50,48,83,68,53,29,29,29,10,10,10.0,29,16.0,29,0.0,1.0,None,289
2011-07-03 00:00:00-07:00,2011-07-03 00:00:00-07:00,84,70,56,57,51,48,77,57,36,29,29,29,10,10,10.0,30,12.0,33,0.0,0.0,None,296
2011-07-04 00:00:00-07:00,2011-07-04 00:00:00-07:00,69,62,55,51,49,48,83,68,53,29,29,29,10,10,10.0,29,16.0,33,0.0,1.0,None,295
2011-07-05 00:00:00-07:00,2011-07-05 00:00:00-07:00,78,65,52,57,52,48,83,65,46,29,29,29,10,10,10.0,21,10.0,None,0.0,1.0,None,300
2011-07-06 00:00:00-07:00,2011-07-06 00:00:00-07:00,70,61,52,53,51,50,96,75,53,29,29,29,10,10,10.0,25,13.0,30,0.0,1.0,None,298
2011-07-07 00:00:00-07:00,2011-07-07 00:00:00-07:00,69,61,53,54,51,49,89,74,58,29,29,29,10,10,10.0,28,13.0,32,0.0,1.0,None,300
2011-07-08 00:00:00-07:00,2011-07-08 00:00:00-07:00,72,63,53,56,51,49,89,71,53,29,29,29,10,10,9.0,26,12.0,30,0.0,1.0,Fog,301
2011-07-09 00:00:00-07:00,2011-07-09 00:00:00-07:00,66,59,52,51,49,48,89,73,56,29,29,29,10,10,10.0,23,11.0,28,0.0,2.0,None,280
2011-07-10 00:00:00-07:00,2011-07-10 00:00:00-07:00,69,61,53,52,48,46,86,67,47,29,29,29,10,10,10.0,30,13.0,39,0.0,3.0,None,260
2011-07-11 00:00:00-07:00,2011-07-11 00:00:00-07:00,63,58,53,52,50,49,93,79,65,30,29,29,10,10,9.0,25,15.0,30,2015-04-01 00:00:00,7.0,Rain,258
2011-07-12 00:00:00-07:00,2011-07-12 00:00:00-07:00,65,60,54,55,52,50,93,80,67,30,29,29,10,10,8.0,22,13.0,30,0.0,7.0,None,258
2011-07-13 00:00:00-07:00,2011-07-13 00:00:00-07:00,61,58,55,55,52,50,93,83,72,30,29,29,10,9,4.0,22,14.0,28,2015-04-01 00:00:00,8.0,None,255
2011-07-14 00:00:00-07:00,2011-07-14 00:00:00-07:00,63,59,55,50,49,48,83,72,60,29,29,29,10,10,9.0,26,17.0,32,0.0,7.0,None,258
2011-07-15 00:00:00-07:00,2011-07-15 00:00:00-07:00,64,60,55,54,51,48,93,80,67,29,29,29,10,10,6.0,21,13.0,28,2015-04-01 00:00:00,7.0,None,260
